year,month,pollutant,emission_Gg
2012,6,BC,0.088230608
2012,7,BC,0.058784212
2012,8,BC,0.135430128
2012,9,BC,0.119611712
2012,10,BC,0.401372768
2012,11,BC,0.1850728
2012,12,BC,0.000259674375
2012,1,NOx,0.152800304
2012,2,NOx,1.303465344
2012,3,NOx,4.612009472
2012,4,NOx,7.246011392
2012,5,NOx,2.239781376
2012,6,NOx,0.48339424
2012,7,NOx,0.491019168
2012,8,NOx,0.87888832
2012,9,NOx,0.703507264
2012,10,NOx,2.06063104
2012,11,NOx,0.955728384
2012,12,NOx,0.001195539125
2013,1,CO,0.065833328
2013,2,CO,8.16491776
2013,3,CO,21.02984704
2013,4,CO,143.717138432
2013,5,CO,121.633619968
2013,6,CO,9.588626432
2013,7,CO,4.675942912
2013,8,CO,6.967758848
2013,9,CO,23.003656192
2013,10,CO,272.649207808
2013,11,CO,57.61898496
2013,12,CO,3.329768704
2013,1,PM2.5,0.014576236
2013,2,PM2.5,1.665280768
2013,3,PM2.5,4.111122944
2013,4,PM2.5,24.9334784
2013,5,PM2.5,23.525752832
2013,6,PM2.5,1.611058304
2013,7,PM2.5,0.741884416
2013,8,PM2.5,1.085276928
2013,9,PM2.5,4.071495936
2013,10,PM2.5,52.682457088
2013,11,PM2.5,11.471371264
2013,12,PM2.5,0.720205696
2013,1,OC,0.01083607
2013,2,OC,1.214416384
2013,3,OC,2.93225984
2013,4,OC,16.429607936
2013,5,OC,16.524983296
2013,6,OC,1.01273088
2013,7,OC,0.48619488
2013,8,OC,0.695508672
2013,9,OC,2.754379776
2013,10,OC,37.303844864
2013,11,OC,8.213094912
2013,12,OC,0.531993824
2013,1,BC,0.0005099394375
2013,2,BC,0.060327084
2013,3,BC,0.153871952
2013,4,BC,0.89758592
2013,5,BC,0.850569152
2013,6,BC,0.057307252
2013,7,BC,0.030903674
2013,8,BC,0.041936552
2013,9,BC,0.15814776
2013,10,BC,1.857596288
2013,11,BC,0.415350016
2013,12,BC,0.02550151
2013,1,NOx,0.002347758
2013,2,NOx,0.30729952
2013,3,NOx,0.856454784
2013,4,NOx,5.338422272
2013,5,NOx,4.610213888
2013,6,NOx,0.366202976
2013,7,NOx,0.220347376
2013,8,NOx,0.281914464
2013,9,NOx,0.995690112
2013,10,NOx,9.536004096
2013,11,NOx,2.186023424
2013,12,NOx,0.121742632
2014,1,CO,2.368014848
2014,2,CO,30.58207744
2014,3,CO,143.291793408
2014,4,CO,346.396950528
2014,5,CO,17.636917248
2014,6,CO,7.649094656
2014,7,CO,10.349775872
2014,8,CO,21.585553408
2014,9,CO,41.292517376
2014,10,CO,794.56370688
2014,11,CO,340.031668224
2014,12,CO,3.913306368
2014,1,PM2.5,0.492241504
2014,2,PM2.5,5.442488832
2014,3,PM2.5,24.978819072
2014,4,PM2.5,68.416344064
2014,5,PM2.5,2.546377984
2014,6,PM2.5,1.271390848
2014,7,PM2.5,1.396553344
2014,8,PM2.5,3.419677696
2014,9,PM2.5,7.511043584
2014,10,PM2.5,167.525433344
2014,11,PM2.5,71.587168256
2014,12,PM2.5,0.824330688
2014,1,OC,0.35866704
2014,2,OC,3.774444544
2014,3,OC,16.507060224
2014,4,OC,48.305078272
2014,5,OC,1.565823488
2014,6,OC,0.843772288
2014,7,OC,0.828903232
2014,8,OC,2.213886464
2014,9,OC,5.129421824
2014,10,OC,122.021208064
2014,11,OC,52.222201856
2014,12,OC,0.603326464
2014,1,BC,0.017871858
2014,2,BC,0.213844272
2014,3,BC,0.97944
2014,4,BC,2.497085952
2014,5,BC,0.1052
2014,6,BC,0.050171916
2014,7,BC,0.057240324
2014,8,BC,0.134112552
2014,9,BC,0.280741152
2014,10,BC,6.00684288
2014,11,BC,2.553370624
2014,12,BC,0.029656022
2014,1,NOx,0.091515208
2014,2,NOx,1.322375936
2014,3,NOx,6.419376128
2014,4,NOx,13.6251136
2014,5,NOx,0.778330752
2014,6,NOx,0.328371616
2014,7,NOx,0.436012576
2014,8,NOx,0.903695232
2014,9,NOx,1.665654912
2014,10,NOx,30.142644224
2014,11,NOx,12.671409152
2014,12,NOx,0.14829704
2015,1,CO,1.636884224
2015,2,CO,18.820274176
2015,3,CO,180.426620928
2015,4,CO,423.454408704
2015,5,CO,44.361965568
2015,6,CO,25.165221888
2015,7,CO,36.517376
2015,8,CO,13.539856384
2015,9,CO,38.365597696
2015,10,CO,380.4708864
2015,11,CO,404.424359936
2015,12,CO,2.492810496
2015,1,PM2.5,0.33454352
2015,2,PM2.5,3.664591104
2015,3,PM2.5,35.362234368
2015,4,PM2.5,83.015081984
2015,5,PM2.5,6.69737984
2015,6,PM2.5,3.32179328
2015,7,PM2.5,4.646458368
2015,8,PM2.5,2.280413184
2015,9,PM2.5,6.8242688
2015,10,PM2.5,78.885036032
2015,11,PM2.5,85.167284224
2015,12,PM2.5,0.551936128
2015,1,OC,0.243065408
2015,2,OC,2.61982848
2015,3,OC,24.944523264
2015,4,OC,58.090119168
2015,5,OC,4.013966336
2015,6,OC,1.829148416
2015,7,OC,2.691820544
2015,8,OC,1.527972992
2015,9,OC,4.604995072
2015,10,OC,56.980426752
2015,11,OC,62.100369408
2015,12,OC,0.410312896
2015,1,BC,0.012069118
2015,2,BC,0.135188896
2015,3,BC,1.314483968
2015,4,BC,3.000272896
2015,5,BC,0.30452512
2015,6,BC,0.143991728
2015,7,BC,0.151280432
2015,8,BC,0.088689664
2015,9,BC,0.260704448
2015,10,BC,2.79885696
2015,11,BC,3.044388096
2015,12,BC,0.019309104
2015,1,NOx,0.06147924
2015,2,NOx,0.742141504
2015,3,NOx,7.379649536
2015,4,NOx,16.38333952
2015,5,NOx,2.484586752
2015,6,NOx,1.210630656
2015,7,NOx,0.924313984
2015,8,NOx,0.564919488
2015,9,NOx,1.615540864
2015,10,NOx,14.01682432
2015,11,NOx,15.172477952
2015,12,NOx,0.08889896
2016,1,CO,16.490720256
2016,2,CO,22.95310336
2016,3,CO,401.517576192
2016,4,CO,196.09092096
2016,5,CO,22.177398784
2016,6,CO,9.826485248
2016,7,CO,15.688630272
2016,8,CO,47.892938752
2016,9,CO,23.732434944
2016,10,CO,130.236686336
2016,11,CO,91.859705856
2016,12,CO,0.352598976
2016,1,PM2.5,3.581431296
2016,2,PM2.5,4.857548288
2016,3,PM2.5,78.581710848
2016,4,PM2.5,37.30710528
2016,5,PM2.5,3.738276608
2016,6,PM2.5,1.52292352
2016,7,PM2.5,2.154471424
2016,8,PM2.5,8.902017024
2016,9,PM2.5,3.979757824
2016,10,PM2.5,26.79136256
2016,11,PM2.5,18.912530432
2016,12,PM2.5,0.075660192
2016,1,OC,2.649735168
2016,2,OC,3.56380928
2016,3,OC,55.254581248
2016,4,OC,25.920667648
2016,5,OC,2.443300096
2016,6,OC,0.932323008
2016,7,OC,1.271769216
2016,8,OC,6.153470464
2016,9,OC,2.656803328
2016,10,OC,19.401453568
2016,11,OC,13.749016576
2016,12,OC,0.05584806
2016,1,BC,0.126101456
2016,2,BC,0.173887712
2016,3,BC,2.895575552
2016,4,BC,1.39447616
2016,5,BC,0.148276688
2016,6,BC,0.062642996
2016,7,BC,0.101179328
2016,8,BC,0.332302208
2016,9,BC,0.14866416
2016,10,BC,0.954773568
2016,11,BC,0.682286976
2016,12,BC,0.002682593
2016,1,NOx,0.593765568
2016,2,NOx,0.858106944
2016,3,NOx,16.181243904
2016,4,NOx,8.109769216
2016,5,NOx,0.994491776
2016,6,NOx,0.465941536
2016,7,NOx,0.850809024
2016,8,NOx,1.933446656
2016,9,NOx,0.905215616
2016,10,NOx,4.799952384
2016,11,NOx,3.471442432
2016,12,NOx,0.012856513
2017,1,CO,3.357722624
2017,2,CO,33.879861248
2017,3,CO,389.693505536
2017,4,CO,545.514651648
2017,5,CO,43.981549568
2017,6,CO,16.630796288
2017,7,CO,21.037637632
2017,8,CO,9.782909952
2017,9,CO,40.181415936
2017,10,CO,339.992674304
2017,11,CO,160.665075712
2017,12,CO,3.981298688
2017,1,PM2.5,0.730113536
2017,2,PM2.5,7.260391424
2017,3,PM2.5,77.581058048
2017,4,PM2.5,112.999366656
2017,5,PM2.5,7.612596224
2017,6,PM2.5,2.514211072
2017,7,PM2.5,2.897425152
2017,8,PM2.5,1.40674176
2017,9,PM2.5,6.240794112
2017,10,PM2.5,67.785105408
2017,11,PM2.5,33.787004928
2017,12,PM2.5,0.8678544
2017,1,OC,0.540305152
2017,2,OC,5.343281152
2017,3,OC,55.383670784
2017,4,OC,81.49127168
2017,5,OC,4.97183232
2017,6,OC,1.501736832
2017,7,OC,1.7302752
2017,8,OC,0.865010176
2017,9,OC,3.9912256
2017,10,OC,48.612122624
2017,11,OC,24.624267264
2017,12,OC,0.64034336
2017,1,BC,0.025763428
2017,2,BC,0.258782704
2017,3,BC,2.782977792
2017,4,BC,4.031655936
2017,5,BC,0.292324992
2017,6,BC,0.099125
2017,7,BC,0.12389944
2017,8,BC,0.0613726
2017,9,BC,0.240669856
2017,10,BC,2.406561536
2017,11,BC,1.192569344
2017,12,BC,0.030292222
2017,1,NOx,0.121747248
2017,2,NOx,1.25991552
2017,3,NOx,14.51580928
2017,4,NOx,20.473913344
2017,5,NOx,1.913037824
2017,6,NOx,0.725063808
2017,7,NOx,0.96451008
2017,8,NOx,0.475594912
2017,9,NOx,1.602700672
2017,10,NOx,12.211310592
2017,11,NOx,5.819069952
2017,12,NOx,0.141525312
2018,1,CO,2.426389504
2018,2,CO,43.301564416
2018,3,CO,282.86763008
2018,4,CO,250.028539904
2018,5,CO,41.531789312
2018,6,CO,24.602466304
2018,7,CO,6.51503104
2018,8,CO,11.049434112
2018,9,CO,33.099573248
2018,10,CO,31.044395008
2018,11,CO,12.469943296
2018,12,CO,4.039271168
2018,1,PM2.5,0.521991808
2018,2,PM2.5,9.034897408
2018,3,PM2.5,53.792980992
2018,4,PM2.5,46.98537984
2018,5,PM2.5,6.160265216
2018,6,PM2.5,3.289739008
2018,7,PM2.5,0.825330432
2018,8,PM2.5,1.657903744
2018,9,PM2.5,5.252542464
2018,10,PM2.5,4.800782336
2018,11,PM2.5,2.117325696
2018,12,PM2.5,0.770489984
2018,1,OC,0.384427168
2018,2,OC,6.591171584
2018,3,OC,37.064126464
2018,4,OC,32.456085504
2018,5,OC,3.850184192
2018,6,OC,1.842664576
2018,7,OC,0.452999968
2018,8,OC,1.0474816
2018,9,OC,3.395251456
2018,10,OC,3.102856448
2018,11,OC,1.377481984
2018,12,OC,0.545654336
2018,1,BC,0.018586244
2018,2,BC,0.322623232
2018,3,BC,1.923092352
2018,4,BC,1.652780544
2018,5,BC,0.210944032
2018,6,BC,0.159634416
2018,7,BC,0.039807924
2018,8,BC,0.069451968
2018,9,BC,0.201231104
2018,10,BC,0.168407072
2018,11,BC,0.081019408
2018,12,BC,0.02858793
2018,1,NOx,0.090175744
2018,2,NOx,1.605501824
2018,3,NOx,10.616296448
2018,4,NOx,8.877155328
2018,5,NOx,1.254790656
2018,6,NOx,1.413548544
2018,7,NOx,0.356924512
2018,8,NOx,0.507523616
2018,9,NOx,1.314066432
2018,10,NOx,0.982266048
2018,11,NOx,0.527453792
2018,12,NOx,0.159994672
2019,1,CO,33.021032448
2019,2,CO,298.82417152
2019,3,CO,232.115519488
2019,4,CO,150.211919872
2019,5,CO,26.448482304
2019,6,CO,27.977129984
2019,7,CO,15.374150656
2019,8,CO,8.024871936
2019,9,CO,19.352481792
2019,10,CO,56.532791296
2019,11,CO,26.561294336
2019,12,CO,0.650164416
2019,1,PM2.5,6.904346624
2019,2,PM2.5,59.868356608
2019,3,PM2.5,45.9675648
2019,4,PM2.5,25.953032192
2019,5,PM2.5,3.93801216
2019,6,PM2.5,3.66217728
2019,7,PM2.5,1.950387328
2019,8,PM2.5,1.10605376
2019,9,PM2.5,3.268040448
2019,10,PM2.5,8.616270848
2019,11,PM2.5,5.217209344
2019,12,PM2.5,0.143224064
2019,1,OC,5.01732864
2019,2,OC,42.45450752
2019,3,OC,32.438339584
2019,4,OC,16.7419648
2019,5,OC,2.310743296
2019,6,OC,2.095704192
2019,7,OC,1.119216384
2019,8,OC,0.649207936
2019,9,OC,2.166169856
2019,10,OC,5.57286144
2019,11,OC,3.614613504
2019,12,OC,0.106366848
2019,1,BC,0.246282624
2019,2,BC,2.173368576
2019,3,BC,1.70042176
2019,4,BC,0.983668672
2019,5,BC,0.178008272
2019,6,BC,0.16948568
2019,7,BC,0.09628604
2019,8,BC,0.049547568
2019,9,BC,0.12923864
2019,10,BC,0.344247328
2019,11,BC,0.183265824
2019,12,BC,0.0050201665
2019,1,NOx,1.230463232
2019,2,NOx,11.679878144
2019,3,NOx,9.477443584
2019,4,NOx,6.412711936
2019,5,NOx,1.468792704
2019,6,NOx,1.440069504
2019,7,NOx,0.849479488
2019,8,NOx,0.405413056
2019,9,NOx,0.849978112
2019,10,NOx,2.357014784
2019,11,NOx,0.974249152
2019,12,NOx,0.023248568
2020,1,CO,6.833918464
2020,2,CO,13.090495488
2020,3,CO,180.944306176
2020,4,CO,403.393282048
2020,5,CO,40.745299968
2020,6,CO,18.083547136
2020,7,CO,22.5641984
2020,8,CO,9.620000768
2020,9,CO,8.707037184
2020,10,CO,46.942683136
2020,11,CO,14.538478592
2020,12,CO,2.228011264
2020,1,PM2.5,1.504747776
2020,2,PM2.5,2.764444928
2020,3,PM2.5,34.691977216
2020,4,PM2.5,83.234930688
2020,5,PM2.5,6.761161728
2020,6,PM2.5,2.858352896
2020,7,PM2.5,3.171232512
2020,8,PM2.5,1.580164608
2020,9,PM2.5,1.505484544
2020,10,PM2.5,6.611933184
2020,11,PM2.5,2.993909248
2020,12,PM2.5,0.42001136
2020,1,OC,1.116941184
2020,2,OC,2.022843008
2020,3,OC,23.810166784
2020,4,OC,59.956699136
2020,5,OC,4.535735296
2020,6,OC,1.837290752
2020,7,OC,1.965942272
2020,8,OC,1.03940896
2020,9,OC,1.00314272
2020,10,OC,4.011308032
2020,11,OC,2.159648256
2020,12,OC,0.295003232
2020,1,BC,0.052794712
2020,2,BC,0.099593224
2020,3,BC,1.288288512
2020,4,BC,2.988242944
2020,5,BC,0.260915104
2020,6,BC,0.115311336
2020,7,BC,0.125811312
2020,8,BC,0.063756588
2020,9,BC,0.0581292
2020,10,BC,0.19816104
2020,11,BC,0.103648376
2020,12,BC,0.015579738
2020,1,NOx,0.245224192
2020,2,NOx,0.499425824
2020,3,NOx,7.537736704
2020,4,NOx,15.342035968
2020,5,NOx,1.6423232
2020,6,NOx,0.79979648
2020,7,NOx,0.887386304
2020,8,NOx,0.431917888
2020,9,NOx,0.370072736
2020,10,NOx,1.00417824
2020,11,NOx,0.509889184
2020,12,NOx,0.087744976
2021,1,CO,0.172708064
2021,2,CO,17.01424128
2021,3,CO,84.24046592
2021,4,CO,368.638132224
2021,5,CO,14.412693504
2021,6,CO,30.557444096
2021,7,CO,8.0883712
2021,8,CO,13.634991104
2021,9,CO,13.928655872
2021,10,CO,66.87281152
2021,11,CO,2.979889664
2021,12,CO,0.361677696
2021,1,PM2.5,0.0382395
2021,2,PM2.5,3.67291904
2021,3,PM2.5,15.221536768
2021,4,PM2.5,77.417201664
2021,5,PM2.5,2.7220288
2021,6,PM2.5,3.56588416
2021,7,PM2.5,1.085302784
2021,8,PM2.5,2.028346752
2021,9,PM2.5,2.042536576
2021,10,PM2.5,9.052430336
2021,11,PM2.5,0.487045344
2021,12,PM2.5,0.063297808
2021,1,OC,0.028427496
2021,2,OC,2.709170688
2021,3,OC,10.073823232
2021,4,OC,56.099516416
2021,5,OC,1.899294848
2021,6,OC,1.909018624
2021,7,OC,0.655907712
2021,8,OC,1.19576128
2021,9,OC,1.285353728
2021,10,OC,5.455638016
2021,11,OC,0.31210112
2021,12,OC,0.04392412
2021,1,BC,0.001337782125
2021,2,BC,0.129627728
2021,3,BC,0.547776128
2021,4,BC,2.735237888
2021,5,BC,0.104822736
2021,6,BC,0.177688576
2021,7,BC,0.04904546
2021,8,BC,0.07424792
2021,9,BC,0.08019088
2021,10,BC,0.291844352
2021,11,BC,0.017724328
2021,12,BC,0.00249498775
2021,1,NOx,0.006159141
2021,2,NOx,0.61749408
2021,3,NOx,3.256819712
2021,4,NOx,13.524903936
2021,5,NOx,0.626428288
2021,6,NOx,1.64518912
2021,7,NOx,0.39505056
2021,8,NOx,0.51608512
2021,9,NOx,0.552719744
2021,10,NOx,1.67331968
2021,11,NOx,0.11109448
2021,12,NOx,0.015465341
2022,1,CO,1.01914432
2022,2,CO,5.569394176
2022,3,CO,19.412789248
2022,4,CO,401.394368512
2022,5,CO,49.866334208
2022,6,CO,12.400223232
2022,7,CO,11.694548992
2022,8,CO,12.937227264
2022,9,CO,11.39744768
2022,10,CO,79.88916224
2022,11,CO,51.241209856
2022,12,CO,0.48803936
2022,1,PM2.5,0.22490008
2022,2,PM2.5,1.107147392
2022,3,PM2.5,3.313743104
2022,4,PM2.5,81.282236416
2022,5,PM2.5,9.808920576
2022,6,PM2.5,1.65376192
2022,7,PM2.5,1.662866944
2022,8,PM2.5,1.787263744
2022,9,PM2.5,1.833519104
2022,10,PM2.5,12.105059328
2022,11,PM2.5,9.929979904
2022,12,PM2.5,0.108057392
2022,1,OC,0.167088704
2022,2,OC,0.78650816
2022,3,OC,2.148836096
2022,4,OC,57.439731712
2022,5,OC,6.958687232
2022,6,OC,0.993249792
2022,7,OC,1.027013376
2022,8,OC,1.035090624
2022,9,OC,1.171803904
2022,10,OC,7.577540608
2022,11,OC,7.030347776
2022,12,OC,0.080330576
2022,1,BC,0.007877242
2022,2,BC,0.039718668
2022,3,BC,0.13002328
2022,4,BC,2.87276288
2022,5,BC,0.365453984
2022,6,BC,0.071803904
2022,7,BC,0.073616896
2022,8,BC,0.079484824
2022,9,BC,0.074712248
2022,10,BC,0.447868192
2022,11,BC,0.362770848
2022,12,BC,0.00378031225
2022,1,NOx,0.036398228
2022,2,NOx,0.208853056
2022,3,NOx,0.873482048
2022,4,NOx,14.893005824
2022,5,NOx,2.03896
2022,6,NOx,0.563400064
2022,7,NOx,0.574775488
2022,8,NOx,0.654895936
2022,9,NOx,0.527642656
2022,10,NOx,2.934159616
2022,11,NOx,1.972814336
2022,12,NOx,0.017404532
