year,pollutant,season,emission_Gg,baseline,emission_index
2012,PM25,Annual,64.26488494873047,184.5648625691732,34.81967480383466
2012,PM25,Autumn,11.275089263916016,84.54348882039388,13.33643716533756
2012,PM25,Spring,45.17349624633789,92.21093495686848,48.98930508346729
2013,PM25,Annual,106.23868560791016,184.5648625691732,57.56170710342706
2013,PM25,Autumn,58.91234588623047,84.54348882039388,69.68288949062085
2013,PM25,Spring,43.526851654052734,92.21093495686848,47.20356829091078
2014,PM25,Annual,263.9537658691406,184.5648625691732,143.01409390436558
2014,PM25,Autumn,170.870849609375,84.54348882039388,202.11000515057634
2014,PM25,Spring,83.74332427978516,92.21093495686848,90.81712957249155
2015,PM25,Annual,245.82470703125,184.5648625691732,133.19149897186807
2015,PM25,Autumn,133.93666076660156,84.54348882039388,158.42338970791667
2015,PM25,Spring,104.9185791015625,92.21093495686848,113.78105986089176
2016,PM25,Annual,168.2342071533203,184.5648625691732,91.1518069103038
2016,PM25,Autumn,44.08103561401367,84.54348882039388,52.14007161173634
2016,PM25,Spring,112.71431732177734,92.21093495686848,122.23530471141983
2017,PM25,Annual,258.8729248046875,184.5648625691732,140.2612183062008
2017,PM25,Autumn,88.18495178222656,84.54348882039388,104.30720687381223
2017,PM25,Spring,163.1890411376953,92.21093495686848,176.97363248081882
2018,PM25,Annual,96.56442260742188,184.5648625691732,52.320046873077175
2018,PM25,Autumn,12.501289367675781,84.54348882039388,14.786815096114388
2018,PM25,Spring,77.3077163696289,92.21093495686848,83.83790534798227
2019,PM25,Annual,113.5970458984375,184.5648625691732,61.54857664516852
2019,PM25,Autumn,18.338281631469727,84.54348882039388,21.690944964937504
2019,PM25,Spring,51.318359375,92.21093495686848,55.65322529156014
2020,PM25,Annual,119.10452270507812,184.5648625691732,64.53260986252943
2020,PM25,Autumn,11.683509826660156,84.54348882039388,13.819526482377457
2020,PM25,Spring,102.33110046386719,92.21093495686848,110.97501669594001
2021,PM25,Annual,121.66020202636719,184.5648625691732,65.91731510149722
2021,PM25,Autumn,17.048259735107422,84.54348882039388,20.16507713719401
2021,PM25,Spring,99.60881042480469,92.21093495686848,108.02277459977665
2022,PM25,Annual,119.678466796875,184.5648625691732,64.84358134637931
2022,PM25,Autumn,34.420494079589844,84.54348882039388,40.7133589586225
2022,PM25,Spring,77.96358489990234,92.21093495686848,84.54917514540948
2023,PM25,Annual,119.116455078125,184.5648625691732,64.5390750005198
2023,PM25,Autumn,28.57763671875,84.54348882039388,33.80229171694226
2023,PM25,Spring,83.16255950927734,92.21093495686848,90.1873075554179
